Country Name,Country Code,Time,Time Code,"Completion rate, primary education, adjusted wealth parity index (WPIA) [UIS.CR.1.WPIA]","Completion rate, primary education, both sexes (%) [UIS.CR.1]","Enrolment in primary education, both sexes (number) [SE.PRM.ENRL]","Gross enrolment ratio, primary, both sexes (%) [SE.PRM.ENRR]",Proportion of primary schools with access to electricity (%) [UIS.SCHBSP.1.WELEC],Proportion of primary schools with access to basic drinking water (%) [UIS.SCHBSP.1.WWATA],"School life expectancy, primary, both sexes (years) [UIS.SLE.1]","Total net attendance rate, primary, both sexes (%) [UIS.NART.1]","Total net enrolment rate, primary, both sexes (%) [UIS.NERT.1]",Proportion of primary schools with access to Internet for pedagogical purposes (%) [UIS.SCHBSP.1.WINTERN],"Proportion of students at the end of primary education achieving at least a minimum proficiency level in mathematics, both sexes (%) [UIS.MATH.PRIMARY]"
Afghanistan,AFG,1977,YR1977,..,..,764175,36.11149,..,..,2.16669,..,..,..,..
Albania,ALB,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,1977,YR1977,..,..,2785264,94.10461,..,..,5.73622,..,77.72608,..,..
American Samoa,ASM,1977,YR1977,..,..,6778,..,..,..,..,..,..,..,..
Andorra,AND,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,1977,YR1977,..,..,10912,91.74374,..,..,6.42206,..,..,..,..
Argentina,ARG,1977,YR1977,..,..,3680185,106.66186,..,..,7.46633,..,..,..,..
Armenia,ARM,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1977,YR1977,..,..,1671517,111.21833,..,..,6.66352,..,99.97696,..,..
Austria,AUT,1977,YR1977,..,..,492723,99.49437,..,..,3.97977,..,..,..,..
Azerbaijan,AZE,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,1977,YR1977,..,..,31928,105.07816,..,..,6.30649,..,98.19785,..,..
Bahrain,BHR,1977,YR1977,..,..,45694,110.34,..,..,6.82837,..,82.11388,..,..
Bangladesh,BGD,1977,YR1977,..,..,8227950,75.5715,..,..,3.74489,..,73.18313,..,..
Barbados,BRB,1977,YR1977,..,..,33989,114.57996,..,..,6.95492,..,98.32617,..,..
Belarus,BLR,1977,YR1977,..,..,741733,99.34811,..,..,4.96741,..,..,..,..
Belgium,BEL,1977,YR1977,..,..,923677,104.96783,..,..,6.26039,..,96.29779,..,..
Belize,BLZ,1977,YR1977,..,..,26534,108.47028,..,..,6.50822,..,..,..,..
Benin,BEN,1977,YR1977,..,..,279673,49.98651,..,..,2.99919,..,..,..,..
Bermuda,BMU,1977,YR1977,..,..,6614,98.20341,..,..,6.87424,..,..,..,..
Bhutan,BTN,1977,YR1977,..,..,18821,31.56774,..,..,1.89406,..,..,..,..
Bolivia,BOL,1977,YR1977,..,..,790081,98.38283,..,..,5.90297,..,..,..,..
Bosnia and Herzegovina,BIH,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,1977,YR1977,..,..,137290,82.90759,..,..,5.99025,..,69.79238,..,..
Brazil,BRA,1977,YR1977,..,..,14163728,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,1977,YR1977,..,..,32188,125.5823,..,..,7.61912,..,89.63365,..,..
Bulgaria,BGR,1977,YR1977,..,..,507375,100.28105,..,..,4.01124,..,..,..,..
Burkina Faso,BFA,1977,YR1977,..,..,149270,15.07216,..,..,0.91225,..,12.55795,..,..
Burundi,BDI,1977,YR1977,..,..,131338,21.62426,..,..,1.29746,..,..,..,..
Cabo Verde,CPV,1977,YR1977,..,..,60386,117.98058,..,..,7.07883,..,..,..,..
Cambodia,KHM,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,1977,YR1977,..,..,1146437,93.20308,..,..,5.8156,..,66.16026,..,..
Canada,CAN,1977,YR1977,..,..,2361318,99.00692,..,..,5.94042,..,..,..,..
Cayman Islands,CYM,1977,YR1977,..,..,2234,121.47906,..,..,7.28874,..,..,..,..
Central African Republic,CAF,1977,YR1977,..,..,234482,74.80898,..,..,4.69302,..,51.47923,..,..
Chad,TCD,1977,YR1977,..,..,220882,33.84231,..,..,2.1162,..,24.70997,..,..
Channel Islands,CHI,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1977,YR1977,..,..,1825758,119.40738,..,..,7.16444,..,..,..,..
China,CHN,1977,YR1977,..,..,150055000,116.50097,..,..,5.82505,..,..,..,..
Colombia,COL,1977,YR1977,..,..,4160527,118.50662,..,..,5.92533,..,..,..,..
Comoros,COM,1977,YR1977,..,..,42338,96.03938,..,..,5.76236,..,..,..,..
"Congo, Dem. Rep.",COD,1977,YR1977,..,..,3644578,95.03718,..,..,5.70223,..,..,..,..
"Congo, Rep.",COG,1977,YR1977,..,..,330456,123.19967,..,..,7.39198,..,..,..,..
Costa Rica,CRI,1977,YR1977,..,..,367026,108.43359,..,..,6.50602,..,..,..,..
Cote d'Ivoire,CIV,1977,YR1977,..,..,735511,68.93384,..,..,4.35691,..,50.85929,..,..
Croatia,HRV,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1977,YR1977,..,..,1747738,121.97421,..,..,7.31845,..,..,..,..
Curacao,CUW,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,1977,YR1977,..,..,55366,77.75141,..,..,4.67566,..,68.07847,..,..
Czech Republic,CZE,1977,YR1977,..,..,672390,122.38067,..,..,4.89523,..,..,..,..
Denmark,DNK,1977,YR1977,..,..,472134,100.78191,..,..,6.04691,..,..,..,..
Djibouti,DJI,1977,YR1977,..,..,10198,23.68378,..,..,1.42103,..,..,..,..
Dominica,DMA,1977,YR1977,..,..,17570,110.57269,..,..,7.98211,..,92.51731,..,..
Dominican Republic,DOM,1977,YR1977,..,..,934769,102.46312,..,..,6.14779,..,..,..,..
Ecuador,ECU,1977,YR1977,..,..,1256418,104.97136,..,..,6.4851,..,83.90445,..,..
"Egypt, Arab Rep.",EGY,1977,YR1977,..,..,4217845,68.05886,..,..,4.08353,..,..,..,..
El Salvador,SLV,1977,YR1977,..,..,690140,97.09041,..,..,5.82542,..,..,..,..
Equatorial Guinea,GNQ,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,1977,YR1977,..,..,96835,88.83374,..,..,6.61003,..,68.1626,..,..
Ethiopia,ETH,1977,YR1977,..,..,1176636,22.85655,..,..,1.37139,..,..,..,..
Faroe Islands,FRO,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1977,YR1977,..,..,101986,112.70292,..,..,6.76218,..,..,..,..
Finland,FIN,1977,YR1977,..,..,438804,100.61727,..,..,6.03704,..,..,..,..
France,FRA,1977,YR1977,..,..,4568134,107.83408,..,..,5.38375,..,96.94516,..,..
French Polynesia,PYF,1977,YR1977,..,..,28883,..,..,..,..,..,..,..,..
Gabon,GAB,1977,YR1977,..,..,130398,140.88704,..,..,8.45322,..,..,..,..
"Gambia, The",GMB,1977,YR1977,..,..,25513,30.79606,..,..,1.84484,..,29.18221,..,..
Georgia,GEO,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,1977,YR1977,..,..,1237557,68.20277,..,..,4.09217,..,..,..,..
Gibraltar,GIB,1977,YR1977,..,..,2677,70.41031,..,..,5.63282,..,..,..,..
Greece,GRC,1977,YR1977,..,..,937780,102.1578,..,..,6.13268,..,95.05127,..,..
Greenland,GRL,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,1977,YR1977,..,..,20259,120.93481,..,..,8.22434,..,97.65401,..,..
Guam,GUM,1977,YR1977,..,..,20145,..,..,..,..,..,..,..,..
Guatemala,GTM,1977,YR1977,..,..,680274,61.43411,..,..,3.68605,..,..,..,..
Guinea,GIN,1977,YR1977,..,..,225727,33.2411,..,..,1.99447,..,..,..,..
Guinea-Bissau,GNB,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,1977,YR1977,..,..,140394,103.59117,..,..,6.33915,..,91.75515,..,..
Haiti,HTI,1977,YR1977,..,..,510716,63.21228,..,..,3.79274,..,..,..,..
Honduras,HND,1977,YR1977,..,..,493223,85.44268,..,..,5.12656,..,..,..,..
"Hong Kong SAR, China",HKG,1977,YR1977,..,..,606860,121.59939,..,..,6.90828,..,95.10725,..,..
Hungary,HUN,1977,YR1977,..,..,584960,104.41743,..,..,4.1767,..,..,..,..
Iceland,ISL,1977,YR1977,..,..,25924,99.8075,..,..,5.98593,..,99.1299,..,..
India,IND,1977,YR1977,..,..,69060730,85.09848,..,..,4.25492,..,..,..,..
Indonesia,IDN,1977,YR1977,..,..,19783270,92.30196,..,..,5.57868,..,78.66262,..,..
"Iran, Islamic Rep.",IRN,1977,YR1977,..,..,4768588,103.01006,..,..,5.1505,..,..,..,..
Iraq,IRQ,1977,YR1977,..,..,1949718,89.60781,..,..,5.67169,..,73.82683,..,..
Ireland,IRL,1977,YR1977,..,..,406432,108.03615,..,..,6.48032,..,95.94391,..,..
Isle of Man,IMN,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,1977,YR1977,..,..,427923,104.79909,..,..,6.28795,..,..,..,..
Italy,ITA,1977,YR1977,..,..,4735301,104.75859,..,..,5.23793,..,..,..,..
Jamaica,JAM,1977,YR1977,..,..,367525,101.09394,..,..,6.08057,..,92.97177,..,..
Japan,JPN,1977,YR1977,..,..,10609985,..,..,..,..,..,..,..,..
Jordan,JOR,1977,YR1977,..,..,402401,108.48026,..,..,6.65502,..,96.54132,..,..
Kazakhstan,KAZ,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,1977,YR1977,..,..,2737709,102.85168,..,..,6.1711,..,..,..,..
Kiribati,KIR,1977,YR1977,..,..,13679,129.92971,..,..,9.09508,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,1977,YR1977,..,..,5503737,103.45699,..,..,6.20473,..,96.78439,..,..
Kosovo,XKX,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,1977,YR1977,..,..,125120,102.15962,..,..,4.38077,..,76.11513,..,..
Kyrgyz Republic,KGZ,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,1977,YR1977,..,..,414423,99.22972,..,..,4.96149,..,..,..,..
Latvia,LVA,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,1977,YR1977,..,..,226019,93.81691,..,..,6.85108,..,64.86645,..,..
Liberia,LBR,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,1977,YR1977,..,..,571723,115.69593,..,..,7.33931,..,95.92914,..,..
Liechtenstein,LIE,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,1977,YR1977,..,..,29032,95.03421,..,..,5.68769,..,90.30083,..,..
"Macao SAR, China",MAC,1977,YR1977,..,..,24700,98.1288,..,..,5.88773,..,..,..,..
Madagascar,MDG,1977,YR1977,..,..,1311179,118.27223,..,..,5.91361,..,..,..,..
Malawi,MWI,1977,YR1977,..,..,583039,61.67499,..,..,3.7005,..,..,..,..
Malaysia,MYS,1977,YR1977,..,..,1929914,95.40692,..,..,5.72441,..,..,..,..
Maldives,MDV,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,1977,YR1977,..,..,265496,26.98703,..,..,1.65345,..,20.67197,..,..
Malta,MLT,1977,YR1977,..,..,30863,106.82935,..,..,6.27192,..,92.99412,..,..
Marshall Islands,MHL,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,1977,YR1977,..,..,64611,23.99586,..,..,1.67971,..,..,..,..
Mauritius,MUS,1977,YR1977,..,..,140905,102.41678,..,..,6.03693,..,83.59573,..,..
Mexico,MEX,1977,YR1977,..,..,12148221,112.79926,..,..,7.06274,..,88.42588,..,..
"Micronesia, Fed. Sts.",FSM,1977,YR1977,..,..,24212,204.37241,..,..,12.26234,..,..,..,..
Moldova,MDA,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,1977,YR1977,..,..,1667773,62.91743,..,..,3.18011,..,47.72865,..,..
Mozambique,MOZ,1977,YR1977,..,..,1276500,107.66065,..,..,4.30643,..,..,..,..
Myanmar,MMR,1977,YR1977,..,..,3564473,81.10241,..,..,4.05512,..,..,..,..
Namibia,NAM,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,1977,YR1977,..,..,769049,..,..,..,..,..,..,..,..
Netherlands,NLD,1977,YR1977,..,..,1448084,99.33774,..,..,5.94137,..,91.88208,..,..
New Caledonia,NCL,1977,YR1977,..,..,25633,..,..,..,..,..,..,..,..
New Zealand,NZL,1977,YR1977,..,..,394517,109.01904,..,..,6.53253,..,99.57774,..,..
Nicaragua,NIC,1977,YR1977,..,..,368284,73.82734,..,..,4.53712,..,57.32422,..,..
Niger,NER,1977,YR1977,..,..,159515,17.87938,..,..,1.06897,..,15.12498,..,..
Nigeria,NGA,1977,YR1977,..,..,6165547,60.1015,..,..,3.60609,..,..,..,..
North Macedonia,MKD,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,1977,YR1977,..,..,396194,100.89462,..,..,6.05739,..,99.63729,..,..
Oman,OMN,1977,YR1977,..,..,62630,41.11442,..,..,2.46686,..,..,..,..
Pakistan,PAK,1977,YR1977,..,..,5527860,56.73809,..,..,2.8369,..,..,..,..
Palau,PLW,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,1977,YR1977,..,..,340515,112.77646,..,..,6.76659,..,..,..,..
Papua New Guinea,PNG,1977,YR1977,..,..,253987,48.45157,..,..,2.90709,..,..,..,..
Paraguay,PRY,1977,YR1977,..,..,478584,97.00011,..,..,5.88609,..,81.03834,..,..
Peru,PER,1977,YR1977,..,..,3019624,111.90067,..,..,6.71404,..,..,..,..
Philippines,PHL,1977,YR1977,..,..,7808158,110.85167,..,..,6.6511,..,..,..,..
Poland,POL,1977,YR1977,..,..,3102439,101.23871,..,..,6.07432,..,..,..,..
Portugal,PRT,1977,YR1977,..,..,1207902,120.83974,..,..,7.20766,..,93.78195,..,..
Puerto Rico,PRI,1977,YR1977,..,..,440163,114.18925,..,..,6.85135,..,..,..,..
Qatar,QAT,1977,YR1977,..,..,25266,123.49577,..,..,7.725,..,90.29278,..,..
Romania,ROU,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,1977,YR1977,..,..,5608000,101.93163,..,..,3.05795,..,..,..,..
Rwanda,RWA,1977,YR1977,..,..,434150,59.40799,..,..,3.56882,..,54.07666,..,..
Samoa,WSM,1977,YR1977,..,..,29017,96.87834,..,..,5.8127,..,..,..,..
San Marino,SMR,1977,YR1977,..,..,1663,104.85498,..,..,5.24275,..,..,..,..
Sao Tome and Principe,STP,1977,YR1977,..,..,12663,126.64266,..,..,5.06571,..,..,..,..
Saudi Arabia,SAU,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,1977,YR1977,..,..,345862,42.41078,..,..,2.54465,..,..,..,..
Serbia,SRB,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,1977,YR1977,..,..,10001,101.52269,..,..,6.09136,..,..,..,..
Sierra Leone,SLE,1977,YR1977,..,..,218376,38.77862,..,..,2.7145,..,..,..,..
Singapore,SGP,1977,YR1977,..,..,306349,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Slovenia,SVN,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,1977,YR1977,..,..,26390,79.16842,..,..,4.7501,..,..,..,..
Somalia,SOM,1977,YR1977,..,..,229030,33.19501,..,..,2.20708,..,17.43829,..,..
South Africa,ZAF,1977,YR1977,..,..,4324747,91.18881,..,..,6.38322,..,..,..,..
South Sudan,SSD,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,1977,YR1977,..,..,3624136,111.06713,..,..,5.5501,..,99.15999,..,..
Sri Lanka,LKA,1977,YR1977,..,..,1532350,86.77396,..,..,4.35112,..,78.47999,..,..
St. Kitts and Nevis,KNA,1977,YR1977,..,..,8724,97.4422,..,..,6.82095,..,..,..,..
St. Lucia,LCA,1977,YR1977,..,..,30899,124.19212,..,..,8.69345,..,..,..,..
St. Martin (French part),MAF,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,1977,YR1977,..,..,86958,124.90556,..,..,7.72857,..,94.63652,..,..
Sweden,SWE,1977,YR1977,..,..,698017,100.38485,..,..,6.02309,..,..,..,..
Switzerland,CHE,1977,YR1977,..,..,503153,83.26102,..,..,5.00896,..,75.95415,..,..
Syrian Arab Republic,SYR,1977,YR1977,..,..,1316152,94.89487,..,..,5.77265,..,85.35489,..,..
Tajikistan,TJK,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,1977,YR1977,..,..,2274167,71.35788,..,..,4.99505,..,..,..,..
Thailand,THA,1977,YR1977,..,..,6810747,82.75451,..,..,5.79282,..,..,..,..
Timor-Leste,TLS,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,1977,YR1977,..,..,395381,96.13684,..,..,5.76821,..,..,..,..
Tonga,TON,1977,YR1977,..,..,19416,117.85844,..,..,7.07151,..,..,..,..
Trinidad and Tobago,TTO,1977,YR1977,..,..,190155,114.17361,..,..,7.78822,..,96.04981,..,..
Tunisia,TUN,1977,YR1977,..,..,968436,99.66061,..,..,5.97964,..,..,..,..
Turkey,TUR,1977,YR1977,..,..,5499456,105.75928,..,..,5.28796,..,..,..,..
Turkmenistan,TKM,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,1977,YR1977,..,..,1800,142.74385,..,..,8.56463,..,..,..,..
Tuvalu,TUV,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,1977,YR1977,..,..,1139413,50.10499,..,..,3.50735,..,..,..,..
Ukraine,UKR,1977,YR1977,..,..,2048300,100.72548,..,..,3.02176,..,..,..,..
United Arab Emirates,ARE,1977,YR1977,..,..,60742,99.13986,..,..,5.94839,..,..,..,..
United Kingdom,GBR,1977,YR1977,..,..,5636473,103.76874,..,..,6.2096,..,96.19219,..,..
United States,USA,1977,YR1977,..,..,..,90.65788,..,..,5.43947,..,..,..,..
Uruguay,URY,1977,YR1977,..,..,324361,109.72451,..,..,6.58347,..,..,..,..
Uzbekistan,UZB,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,1977,YR1977,..,..,21161,117.11218,..,..,7.02673,..,..,..,..
"Venezuela, RB",VEN,1977,YR1977,..,..,2204074,98.04325,..,..,5.91277,..,79.39524,..,..
Vietnam,VNM,1977,YR1977,..,..,7722524,113.0968,..,..,5.70005,..,97.36256,..,..
Virgin Islands (U.S.),VIR,1977,YR1977,..,..,16500,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,1977,YR1977,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,1977,YR1977,..,..,936817,90.75908,..,..,6.51602,..,79.06834,..,..
Zimbabwe,ZWE,1977,YR1977,..,..,890460,65.90469,..,..,4.61333,..,..,..,..
Afghanistan,AFG,1978,YR1978,..,..,810657,37.63702,..,..,2.25822,..,..,..,..
Albania,ALB,1978,YR1978,..,..,284644,114.95519,..,..,4.59821,..,..,..,..
Algeria,DZA,1978,YR1978,..,..,2894084,95.1513,..,..,5.80267,..,78.77859,..,..
American Samoa,ASM,1978,YR1978,..,..,6307,..,..,..,..,..,..,..,..
Andorra,AND,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,1978,YR1978,..,..,10159,87.47202,..,..,6.12304,..,..,..,..
Argentina,ARG,1978,YR1978,..,..,3726748,106.2771,..,..,7.4394,..,..,..,..
Armenia,ARM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,1978,YR1978,..,..,1699306,112.32667,..,..,6.73243,..,99.98407,..,..
Austria,AUT,1978,YR1978,..,..,466933,97.31035,..,..,3.89241,..,..,..,..
Azerbaijan,AZE,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,1978,YR1978,..,..,32315,106.16315,..,..,6.36979,..,..,..,..
Bahrain,BHR,1978,YR1978,..,..,46326,108.44355,..,..,6.70019,..,80.05571,..,..
Bangladesh,BGD,1978,YR1978,..,..,8219313,74.02332,..,..,3.65924,..,72.14783,..,..
Barbados,BRB,1978,YR1978,..,..,34324,116.31311,..,..,7.0056,..,98.22735,..,..
Belarus,BLR,1978,YR1978,..,..,727422,100.80039,..,..,5.04002,..,..,..,..
Belgium,BEL,1978,YR1978,..,..,902627,104.80211,..,..,6.28813,..,..,..,..
Belize,BLZ,1978,YR1978,..,..,27024,108.95895,..,..,6.53754,..,..,..,..
Benin,BEN,1978,YR1978,..,..,293648,50.80705,..,..,3.04842,..,..,..,..
Bermuda,BMU,1978,YR1978,..,..,6466,98.95929,..,..,6.9381,..,79.41537,..,..
Bhutan,BTN,1978,YR1978,..,..,19595,31.67995,..,..,1.99936,..,22.03288,..,..
Bolivia,BOL,1978,YR1978,..,..,816377,99.20744,..,..,5.95245,..,..,..,..
Bosnia and Herzegovina,BIH,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,1978,YR1978,..,..,145459,84.2923,..,..,6.12376,..,70.47779,..,..
Brazil,BRA,1978,YR1978,..,..,14814043,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,1978,YR1978,..,..,33053,123.98905,..,..,7.57148,..,89.75917,..,..
Bulgaria,BGR,1978,YR1978,..,..,522639,102.96703,..,..,4.11868,..,..,..,..
Burkina Faso,BFA,1978,YR1978,..,..,159948,15.73085,..,..,0.95305,..,13.02682,..,..
Burundi,BDI,1978,YR1978,..,..,142234,23.15824,..,..,1.41537,..,17.14554,..,..
Cabo Verde,CPV,1978,YR1978,..,..,59498,116.88965,..,..,7.01338,..,..,..,..
Cambodia,KHM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,1978,YR1978,..,..,1202841,94.31754,..,..,5.87699,..,67.51747,..,..
Canada,CAN,1978,YR1978,..,..,2295925,99.55196,..,..,5.97312,..,..,..,..
Cayman Islands,CYM,1978,YR1978,..,..,2101,109.59833,..,..,6.5759,..,..,..,..
Central African Republic,CAF,1978,YR1978,..,..,238605,74.19102,..,..,4.66245,..,51.41989,..,..
Chad,TCD,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1978,YR1978,..,..,1810257,118.63598,..,..,7.11816,..,..,..,..
China,CHN,1978,YR1978,..,..,146176000,110.61233,..,..,5.53062,..,..,..,..
Colombia,COL,1978,YR1978,..,..,4265598,122.28153,..,..,6.11408,..,..,..,..
Comoros,COM,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,1978,YR1978,..,..,3789530,95.63,..,..,5.7378,..,..,..,..
"Congo, Rep.",COG,1978,YR1978,..,..,345736,124.41738,..,..,7.76362,..,95.16705,..,..
Costa Rica,CRI,1978,YR1978,..,..,359680,107.32391,..,..,6.40065,..,91.58518,..,..
Cote d'Ivoire,CIV,1978,YR1978,..,..,810244,72.32378,..,..,4.33943,..,..,..,..
Croatia,HRV,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,1978,YR1978,..,..,1693942,119.49719,..,..,7.16983,..,..,..,..
Curacao,CUW,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,1978,YR1978,..,..,55166,78.57173,..,..,4.72816,..,68.85246,..,..
Czech Republic,CZE,1978,YR1978,..,..,682519,119.99511,..,..,4.7998,..,..,..,..
Denmark,DNK,1978,YR1978,..,..,461838,99.33132,..,..,5.95988,..,..,..,..
Djibouti,DJI,1978,YR1978,..,..,12782,26.55669,..,..,1.5934,..,..,..,..
Dominica,DMA,1978,YR1978,..,..,17402,109.65343,..,..,7.67574,..,..,..,..
Dominican Republic,DOM,1978,YR1978,..,..,946869,102.30781,..,..,6.13847,..,..,..,..
Ecuador,ECU,1978,YR1978,..,..,1307158,106.48442,..,..,6.56322,..,85.77794,..,..
"Egypt, Arab Rep.",EGY,1978,YR1978,..,..,4290364,67.82286,..,..,4.061,..,66.92664,..,..
El Salvador,SLV,1978,YR1978,..,..,718049,99.2086,..,..,5.95252,..,..,..,..
Equatorial Guinea,GNQ,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,1978,YR1978,..,..,100700,88.39925,..,..,6.58817,..,68.19032,..,..
Ethiopia,ETH,1978,YR1978,..,..,1143207,22.00862,..,..,1.32052,..,..,..,..
Faroe Islands,FRO,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,1978,YR1978,..,..,101149,110.36443,..,..,6.62187,..,..,..,..
Finland,FIN,1978,YR1978,..,..,422638,99.17355,..,..,5.95041,..,..,..,..
France,FRA,1978,YR1978,..,..,4618436,109.32511,..,..,5.46626,..,..,..,..
French Polynesia,PYF,1978,YR1978,..,..,29528,..,..,..,..,..,..,..,..
Gabon,GAB,1978,YR1978,..,..,140632,146.11572,..,..,8.76694,..,..,..,..
"Gambia, The",GMB,1978,YR1978,..,..,27560,33.37451,..,..,1.94264,..,31.7409,..,..
Georgia,GEO,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,1978,YR1978,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,1978,YR1978,..,..,1270770,68.39028,..,..,4.10342,..,..,..,..
